疾病名,英文病名,科別,器官,簡介,症狀,預防和治療
,,,,,,
亞臨床甲狀腺低能症  ,subclinical hypothyroidism,代謝內分泌科,"頸,甲狀腺",「亞臨床甲狀腺低能症」是甲狀腺刺激素偏高，但甲狀腺素卻正常，造成甲狀腺機能失調。,"['疲倦．怕冷．便秘．', '輕微的疲倦．嗜睡']",忌抽菸喝酒，少食用含咖啡因的食物和飲料，如咖啡、茶葉、可可、巧克力、可樂。
,,,,,,
亞急性甲狀腺炎  ,Subacute thyroiditis,代謝內分泌科,"頸,甲狀腺",亞急性甲狀腺炎是一種暫時性，經治療後少數可復原的甲狀腺疾病。,['喉嚨痛．吞嚥疼痛．全身痠痛．倦怠．發燒．手抖．失眠．食欲不振．心悸．盜汗．頸部腫大．聲音沙啞．肌肉關節疼痛．緊張'],忌抽菸喝酒，少食用含咖啡因的食物和飲料，如咖啡、茶葉、可可、巧克力、可樂。
,,,,,,
甲狀腺結節  ,Thyroid Nodule,代謝內分泌科,"頸,甲狀腺",甲狀腺結節為常見的甲狀腺疾病，絕大多數為良性，約有5%是甲狀腺癌。,['頸部腫大．頸部腫塊．體重減輕．失眠．暴躁'],忌抽菸喝酒，少食用含咖啡因的食物和飲料，如咖啡、茶葉、可可、巧克力、可樂。
,,,,,,
甲狀腺毒性週期性麻痺  ,thyrotoxic perioidic paralysis,代謝內分泌科,"頸,甲狀腺",甲狀腺毒性週期性麻痺肇因甲狀腺機能亢進，造成鉀離子過低，導致肢體無力。,['體重減輕．手抖．焦慮．心悸．四肢無力．頭暈．惡心'],忌抽菸喝酒，少食用含咖啡因的食物和飲料，如咖啡、茶葉、可可、巧克力、可樂。
,,,,,,
甲狀腺風暴  ,thyrotoxic crisis,代謝內分泌科,"頸,甲狀腺",甲狀腺風暴是甲狀腺機能亢進引起的嚴重急性併發症，會產生高燒、心臟衰竭、腹瀉、昏迷等症狀。如未及時治療，可能會導致器官衰竭，嚴重則會致死。,['高燒．心悸．疲倦．焦慮．盜汗．腹瀉．惡心．嘔吐．黃疸．嗜睡．心房顫動．高血壓．心律不整．肺水腫'],甲狀腺相關疾病患者，務必按時服藥及定期追蹤檢查。
,,,,,,
第1型糖尿病  ,"Type 1 diabetes,insulin-dependent diabetes mellitus","內分泌新陳代謝科,小兒科",胰臟,第1型糖尿病屬於胰島素依賴型糖尿病，是指胰島β細胞被破壞，導致胰島素缺乏，常發生於兒童或青少年，患者須終身注射胰島素。,['倦怠．夜尿．尿床．腹痛．嘔吐．脫水．多喝．多吃．多尿．體重減輕．呼吸急促．意識喪失'],家長平常多關注孩童的健康情況，懷疑有問題時，應及早就醫治療。
,,,,,,
感冒  ,common cold,"耳鼻喉科,家醫科","咽喉,鼻",感冒分為普通感冒及流行性感冒，一般泛指普通感冒。是由病毒引起的呼吸道常見疾病。,['打噴嚏．咳嗽．流鼻涕．鼻塞．頭痛．喉嚨痛'],養成運動習慣、睡眠充足。
,,,,,,
流行性感冒  ,Influenza,"家醫科,耳鼻喉科,內科","咽喉,鼻",流行性感冒是由流感病毒引起的急性呼吸道傳染病，易高燒達39、40度，傳染力強，若全家都出現感冒症狀，有高達90%是流行性感冒。,['發燒．打噴嚏．咳嗽．流鼻涕．鼻塞．頭痛．喉嚨痛．全身痠痛'],養成運動習慣、睡眠充足。
,,,,,,
愛滋病  ,"Acquired Immunodeficiency Syndrome,AIDS",感染科,免疫系統,愛滋病又稱「後天免疫缺乏症候群」，是HIV病毒侵犯人體的免疫系統所引發的末期疾病。HIV病毒本身無法致人於死，而是病毒漸漸破壞身體的免疫系統，末期會造成人體的免疫力低下，容易感染上其它疾病，嚴重時甚至導致死亡。這種狀態及表現出來的症候群狀，稱為愛滋病。愛滋病的發病症狀變異性極大，它會依據感染者的免疫力程度、致病細菌的種類及感染部位，表現出不同的症狀。,['發燒．腹瀉．畏寒．夜間盜汗．體重減輕．咳嗽．呼吸困難．氣喘．淋巴腺腫大．脾臟腫大．口腔潰瘍．牙齦炎．頭痛'],單一性伴侶，避免援交、一夜情和嫖妓等危險性行為。
,,,,,,
德國麻疹  ,Rubella,"感染科,皮膚科,小兒科",皮膚,德國麻疹是一種常見的病毒性傳染病，由德國麻疹病毒（Rubella virus）引起，傳染力極強，經由飛沫感染上呼吸道後潛伏期約14～21天，臨床症狀為感冒常見的疲倦、輕微發燒、鼻咽炎、耳後淋巴結腫脹等，約有半數患者會出現不規則丘疹，發疹從臉和頸開始，狀似紅色針頭細疹，接著散見上肢、軀幹及下肢，24小時後遍布全身，典型的病例出疹狀況只會維持約三天，經治療預後佳，併發症少，且終生得以免疫。德國麻疹病癥溫和，但如果懷孕三個月內的孕婦感染德國麻疹，將可能造成「先天性德國麻疹症候群」，使胎兒主要器官受損或畸型，如先天性耳聾、青光眼、智能不足、先天性心臟病等缺陷，嚴重恐造成死產、流產。因此孕婦或準備懷孕的婦女應特別注意。德國麻疹目前已有疫苗可以使用，流行病例減少許多，目前的防治重點多放在孕婦感染。,['發燒．疲倦．頭痛．鼻咽炎．結膜炎．咽喉疼痛．關節痛．全身發疹．頸部淋巴腺腫大'],接種疫苗。嬰兒出生滿12到15個月、小學一年級可各接種一劑麻疹、腮腺炎、德國麻疹混合疫苗（MMR）；15歲以上少女或準備懷孕卻無抗體的女性，宜補打單劑德國麻疹疫苗。
,,,,,,
肺結核  ,"Pulmonary Tuberculosis, Pulmonary TB","感染科,呼吸胸腔科",肺部,肺結核屬於第三類法定傳染病，是一種肺臟受結核桿菌侵襲、形成結核的慢性傳染病，主要經由飛沫與空氣傳染給他人。由於肺結核早期並沒有明顯症狀，當病患出現長時間咳嗽、咳痰甚至咳血等情況時，大多已是疾病中、晚期。肺結核依傳染力又可區分為開放性肺結核和非開放性肺結核。即使是開放性肺結核患者，只要接受適當的藥物治療，按規定服藥、定期複查，傳染力很快就能大幅降低，通常是可以痊癒的。,['長期咳嗽．咳痰．咳血．胸痛．胸口緊悶．呼吸困難．呈粘液樣膿性痰．食慾不振．體重減輕．午後近傍晚發燒．疲倦乏力．夜間盜汗'],接種卡介苗是最有效的預防方法。新生兒出生滿24小時，體重在2500公克以上，即可接種卡介苗。成年人每年應定期做胸部X光檢查。
,,,,,,
敗血症  ,Sepsis,感染科,血液,敗血症是指病原菌侵入人體，進到血液循環內大量增生繁殖，產生的毒素循環到身體各組織器官，所造成的急性全身性發炎反應。隨著病程發展，器官功能會逐漸受到損害無法維持，演變成嚴重敗血症、敗血性休克。敗血症的死亡率約為20%，嚴重敗血症死亡率則提高至30~50%，若為敗血性休克合併多重器官衰竭時，死亡率更高達80~90%。敗血症死亡率高的主因在於，感染病原菌後引起體內激烈的免疫反應，使身體組織損壞、器官功能失調。,['發燒．寒顫．心跳過快．抽筋．呼吸急促．心跳加快．意識改變．低血壓．呼吸性鹼中毒．體溫過低．白血球異常．腹痛．咳嗽．喘．食欲不振．噁心嘔吐．腹脹．肌肉痛．關節痛．皮疹'],外傷是造成細菌入侵的主因，故受傷應即時消毒包紮，保持雙手的清潔，謹慎處理傷口。
,,,,,,
破傷風  ,Tetanus,"感染科,家醫科","皮膚,肌肉,神經系統",破傷風是一種由破傷風桿菌在人體產生毒素所引起的急性傳染病，全世界都可見，發病率以低度開發國家與鄉村為最多，由於環境因素，當地人容易外傷接觸受污染的土壤及動物糞便，而預防接種、醫護技術又不足所致。臨床症狀患者先是大量冒汗，咀嚼肌抽搐麻痺引發牙關緊閉，之後肌肉痙攣的現象開始慢慢往下，至頸項、背部、腹部、四肢等多處引起癲癇。而最特別的癥狀是因肌痙攣或強烈抽搐而呈現「角弓反張」，即頭與腳跟後屈、身體前弓的狀態；還有因臉部肌肉緊縮，使臉部呈現「痙笑」表情。最終影響呼吸系統方面的肌肉及心肌，有高致命危險。潛伏期約三到二十一天不等，通常愈早發病的人，病況愈危急。,['倦怠．頭痛．出汗．激動．咀嚼無力．牙關緊閉．顏面僵硬．頸肌異常．腹部僵硬．肌肉收縮．肌肉痙攣．抽搐．角弓反張．痙笑．心悸．呼吸急促．全身性僵直．癲癇'],定期注射破傷風疫苗，於受傷前或受傷後予以施打，都可有效防阻破傷風的發生。一般而言破傷風疫苗的藥效能維持十年，所以若還在保護期限內，可不用重複施打。及剛出生之新生兒注射五合一疫苗。
,,,,,,
支氣管炎  ,Bronchitis,呼吸胸腔科,氣管,支氣管炎是指連接氣管和肺部的小氣管發炎。支氣管黏膜上有微小的纖毛，會有黏性分泌物潤滑淨化吸入的空氣。當支氣管發炎時，受刺激分泌過多黏液，就會導致咳嗽、咳痰、呼吸困難等症狀。支氣管炎大致分為急性和慢性，另有一種特別好發於三歲以下幼童的細支氣管炎。急性的發炎通常是暫時性的，如果刺激物消失，發炎就會緩解，但如反覆發作或治療不當，也可能變成慢性。,['乾咳．咳痰．胸悶．全身酸痛．發燒．呼吸有雜音．呼吸急促．咳嗽．喘息'],防止受涼，秋冬季特別注意口、鼻、胸部的保暖。
,,,,,,
肺炎  ,Pneumonia,"呼吸胸腔科,胸腔科,呼吸治療科","氣管,胸部",肺炎是指肺部出現炎症，可由多種感染因素造成，包括病毒、細菌或真菌。由細菌引起的肺炎可用抗生素治療。而根據感染源的不同可分為院內感染型及社區感染型。肺炎是可以預防及治癒，但如果沒有處理好，嚴重者可能導致敗血症和急性呼吸衰竭症候群。在診斷上與其他呼吸道感染疾病最重要的判斷在於，肺炎會出現肺部浸潤現象。,['咳嗽．咳痰．發燒．畏寒．胸痛．呼吸急促．呼吸困難．咳血．頭疼．食慾減退．疲倦．腹瀉．噁心．嘔吐'],接種疫苗：老人及幼兒或抵抗力弱的人應接種疫苗，如B型流感嗜血杆菌、肺炎球菌、麻疹和百日咳等。
,,,,,,
肺氣腫  ,"Emphysema,Pulmonary Emphysema,Emphysema of Lung",呼吸胸腔科,肺,肺氣腫是慢性阻塞性肺病的病狀之一，通常與慢性氣管炎有關。因空氣滯留在受損或失去彈性的肺泡中，使肺內壓力不斷升高，呼吸時，肺泡過度充氣擴張甚至破裂。由於氣體無法有效交換，病患的身體經常處於氧氣不足的狀態，會產生呼吸困難、易喘、胸悶的感受。當肺部組織因肺氣腫而受到傷害時，通常是永久性的，使用藥物也無法完全恢復，又以抽菸為最主要的危險因子。,['慢性咳嗽．喘鳴聲．易喘．咳痰．咳血．呼吸困難．呼吸短促．胸悶．全身乏力．心悸．體重減輕．容易疲倦．水腫．發紺．頭痛．入睡困難．精神恍惚．食慾不振'],避免吸菸及吸入二手菸。有吸菸習慣者，應盡早戒除。
,,,,,,
百日咳  ,Pertussis,"小兒科,家醫科,呼吸胸腔科,感染科",呼吸道,百日咳是一種侵犯呼吸道的急性呼吸道傳染病，由百日咳桿菌所引起，好發於嬰幼兒，但成人亦會感染。百日咳的傳染途徑為飛沫傳染，初期症狀與感冒類似，特徵為陣發性的嚴重咳嗽、呼吸時有哮喘咳聲、咳嗽後嘔吐、咳嗽後臉潮紅或臉色發紫等。得過百日咳通常可以獲得較長期的免疫力，但並沒有研究顯示可終生免疫，且接種百日咳疫苗3~5年後，抗體便會開始下降，若無追加疫苗，都會成為易感宿主。目前台灣疫苗接種率相當高，百日咳病患多是因為成人帶菌回家，散播給家中尚未接種、免疫力較差的嬰幼兒。,['流鼻水．打噴嚏．咳嗽．哮咳．疲倦．發燒．食慾不振．咳嗽後嘔吐．呼吸暫停．發紺'],接種百日咳疫苗是預防百日咳最有效的方法。
